A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
0.12961568,0.219958997,3.00E-06,1.250913512,0.162210685,0.072426828,0.139575338,0.239103604,8.66E-07,0.769758809,0.156262188,0.080852956,0.182352399,0.188841164,1.26E-06,1.153175492,0.206965762,0.110618872,0.181671955,0.058615164,3.52E-07,1.45363386,0.196178311,0.112868487,0.179887021,0.134756391,4.65E-07,1.148995716,0.194138665,0.114346331,0.196706941,0.357783231,6.95E-07,1.35130299,0.214673296,0.128224518,1
0.131282399,0.130022443,0.000491263,0.852281671,0.134396036,0.086189267,0.17318901,0.175868234,0.00276881,1.064345445,0.154088798,0.110560056,0.288670734,0.531185574,1.18E-06,2.06838767,0.332126927,0.157974236,0.29643489,0.326206068,8.15E-07,1.577013151,0.325106053,0.17577541,0.275212097,0.350158572,2.73E-07,1.800204774,0.323119625,0.141572695,0.337753887,0.062885458,0.009790373,1.654986012,0.328509575,0.209578703,1
0.16949714,0.160250575,8.16E-07,1.240681001,0.222164908,0.080834857,0.185838995,0.352173087,0.001302102,1.25314042,0.209588271,0.111830381,0.406572518,0.45180993,5.67E-07,3.512235628,0.49497388,0.216600438,0.397207831,0.42894367,1.34E-06,3.13708204,0.482389809,0.20505208,0.377689508,0.148167556,2.15E-06,3.208053648,0.45457667,0.217431422,0.376662146,0.714105232,2.37E-06,3.027188137,0.480827605,0.183883968,2
0.124689941,0.076527958,0.003016813,0.79875524,0.123598433,0.082400649,0.152355741,0.062367874,0.002820828,0.855140347,0.144367581,0.107117652,0.187131777,0.066638917,0.00547341,0.908090219,0.176826497,0.12680521,0.215031402,0.06496866,0.00764893,1.323784778,0.19438217,0.155612788,0.163170519,0.060782957,6.14E-07,1.106854927,0.174551519,0.10952181,0.172577307,0.24020662,2.14E-07,1.043875622,0.179402855,0.108060353,2
0.372522402,0.193962977,1.19E-08,3.992749423,0.606747508,0.135602882,0.417371379,0.115810062,1.65E-06,4.005642104,0.583374524,0.195762306,0.659326146,0.217711472,1.27E-05,6.084906652,0.943371902,0.311208703,0.652321654,0.373621139,6.39E-06,5.864382353,0.960367149,0.28834216,0.587940777,0.350000049,1.93E-08,6.427219188,0.954687832,0.225720497,0.708873329,0.605737249,0.000476886,5.877852221,0.849838132,0.409440296,3
0.471893048,0.529198792,0.003003777,5.849278448,0.64457322,0.25718257,0.56513747,0.421854349,0.009920245,6.467308781,0.728573253,0.339250267,0.77449947,0.156617081,0.000719218,8.502861493,0.928521219,0.479159949,0.779738329,0.148755402,0.037871676,9.264309143,1.006993722,0.450041615,0.720014682,0.681342414,0.009426026,7.452053806,0.872595685,0.452820341,0.62447858,0.188477378,0.010930375,7.451297769,0.882835638,0.283250926,3
0.111637437,0.257394237,2.28E-06,0.756621147,0.138640491,0.061114865,0.134962132,0.168111696,1.81E-06,0.873862439,0.149520838,0.07938578,0.159616907,0.230285713,1.57E-06,1.325907312,0.191255209,0.089048194,0.15651836,0.299903895,5.31E-07,0.939447927,0.180544908,0.087155191,0.157061492,0.116153095,1.87E-06,0.852071359,0.176548167,0.085689588,0.158524129,0.21818126,1.45E-06,1.031111393,0.17578741,0.094385907,4
0.116968,0.066396385,0.005450366,0.63316828,0.09638449,0.082712155,0.115551387,0.144513968,1.88E-07,0.829414221,0.12382298,0.072967097,0.162719068,0.078727453,0.005409163,0.945396471,0.152224685,0.104169668,0.146506957,0.094747301,0.004771439,1.209182859,0.164431359,0.094687219,0.152905612,0.144592913,0.00188882,1.115629469,0.179727154,0.082517914,0.168666202,0.282614176,0.003095018,1.004812241,0.167401894,0.103780938,4
0.180823186,3.93E-06,3.93E-06,1.260274142,0.226640099,0.088163526,0.184508599,0.123149481,0.002912012,1.32249378,0.206117919,0.104785781,0.27559587,0.511971591,1.43E-06,2.045685619,0.324331968,0.149300626,0.276665039,0.263437607,3.03E-06,1.578878755,0.296154919,0.158915846,0.358113124,0.358766803,1.01E-06,2.727746957,0.417499677,0.187778018,0.33200194,0.041631901,4.35E-06,2.5996766,0.385779426,0.17250591,0
0.137785198,0.279901983,0.002008553,0.835783899,0.141055051,0.080710141,0.150811775,0.094261775,0.001968114,0.830329237,0.146956278,0.101536646,0.286487056,0.136203833,0.007419225,1.323530137,0.228459,0.21530627,0.259160894,0.193245533,0.002346789,1.418544093,0.227709139,0.185172394,0.239053646,0.155837995,0.005432448,1.192903897,0.214729413,0.16478053,0.282338318,0.340451891,5.90E-06,1.435756715,0.283784779,0.181691625,0
0.129275862,0.160228518,8.24E-07,0.736859342,0.146943051,0.082227479,0.14617168,0.161716156,0.003434836,0.97234297,0.161652034,0.091519219,0.2031987,0.122535028,2.47E-06,1.213255873,0.217581422,0.122572896,0.203381745,0.296601776,2.27E-06,1.269236623,0.204693677,0.12884606,0.201206797,0.521217154,1.19E-07,1.24486907,0.219648386,0.12361542,0.205468028,0.07961687,1.45E-06,1.277924963,0.215501875,0.136982578,1
0.112834202,0.176770362,9.68E-07,0.738088385,0.120681201,0.072479249,0.127220857,0.063148522,5.49E-06,0.935913265,0.14103138,0.080255597,0.281527428,0.328081177,1.87E-06,1.847305105,0.320472258,0.161381377,0.26404612,0.296253767,6.14E-07,1.734377626,0.289501235,0.150489388,0.272406264,0.38434721,1.08E-06,1.556358163,0.301636042,0.171429345,0.273670741,1.118334386,1.24E-06,1.824579013,0.317754103,0.145616004,1
0.130811662,0.006403774,2.97E-07,0.846162419,0.147051041,0.076280156,0.191810631,0.240075026,0.003392762,1.005948069,0.206508105,0.120440171,0.263029364,0.284270915,5.44E-06,1.535749605,0.294592881,0.163622869,0.251851462,0.56772574,5.84E-06,1.191737667,0.23856169,0.187558877,0.279705303,1.58004329,6.05E-06,1.58004329,0.295972801,0.175631334,0.269228235,0.407527372,6.84E-06,1.606787013,0.289609961,0.164927165,2
0.143311855,0.274568269,0.003226176,0.879615111,0.152049859,0.086655103,0.245452244,0.111216902,0.008572892,1.483909351,0.210503409,0.190994424,0.244085022,0.097332315,0.005586366,1.71807903,0.226768495,0.166563674,0.235326556,0.117353075,0.002379466,1.743523397,0.25346984,0.135036323,0.211867784,0.530201347,2.85E-06,1.243493817,0.223067932,0.133756596,0.262436488,0.121089918,0.007501045,1.570824364,0.239235151,0.187401192,2
0.19097272,0.518124287,0.001522779,1.956261155,0.285269932,0.083572795,0.303284865,0.659980613,1.85E-06,3.223086045,0.461159182,0.136070136,0.332695267,0.087323232,2.51E-06,4.134031924,0.52030711,0.145847414,0.330486933,0.056239911,1.06E-06,4.15792138,0.509381265,0.158027439,0.32409502,0.574654793,2.76E-06,3.51065524,0.454796697,0.164663641,0.345047084,0.129086544,2.08E-06,3.194648184,0.468657743,0.166130322,3
0.222363599,0.189593386,0.005263645,1.600492943,0.22905428,0.134931097,0.429626999,0.439057351,0.004723239,3.817051796,0.505633151,0.251389748,0.427427889,0.671512421,0.00519433,4.49717272,0.580854429,0.20973525,0.390956054,0.250180079,4.15E-07,3.696284272,0.558302576,0.168351192,0.384900573,0.571470159,9.31E-07,3.878502658,0.600498059,0.145822437,0.386686512,1.180310182,4.69E-06,4.130035421,0.606216898,0.143322497,3
1.115199447,2.00867678,1.68E-05,7.853263624,1.303774051,0.604969404,0.623503405,1.036154126,2.85E-06,3.550798306,0.751246839,0.340047579,1.549956929,2.880637725,3.35E-05,8.834989402,1.712547358,0.896335754,1.684355905,2.276626475,1.87E-05,10.03125368,2.06356912,0.886064194,1.500984061,0.933397449,7.72E-06,8.569827539,1.59347987,0.981841034,1.391710121,2.100844774,2.68E-05,9.310122207,1.776350525,0.638180743,4
0.199551415,0.017414311,0.000742475,1.125519018,0.22488725,0.11151365,0.141613468,0.087820371,0.001010424,0.68544229,0.139258272,0.093693097,0.558454698,0.476079263,0.026680488,1.74770491,0.317574874,0.463588609,0.399024969,0.560618552,0.020483055,1.898346907,0.330183742,0.27800468,0.415948214,0.668444433,5.60E-06,1.97854558,0.443676322,0.233963729,0.289127164,0.002482939,6.23E-06,1.444337443,0.295951808,0.190966376,4
0.180093801,0.0872667,3.51E-06,1.064718459,0.206229899,0.103386947,0.122327518,0.054093654,3.29E-06,0.712945915,0.127534882,0.076033641,0.236745369,0.420250739,6.74E-09,1.499946163,0.264417072,0.144225833,0.215484441,0.850820649,4.75E-06,1.45588528,0.226022268,0.141913293,0.228280506,0.141931108,1.49E-06,1.53713325,0.252470151,0.140470426,0.181402265,0.202148821,3.08E-06,1.108429531,0.1893036,0.110152215,0
0.220062866,0.432834753,0.005819709,1.236497345,0.208507071,0.146644758,0.164068416,0.481963853,0.00469315,1.124138435,0.16742906,0.099078188,0.323565266,0.221005566,0.005692953,1.87558012,0.327868874,0.199023287,0.322686299,0.471326444,2.88E-06,1.942831536,0.345058129,0.208458201,0.346845646,0.474940625,4.23E-06,1.996664422,0.37626512,0.190257178,0.326527038,0.211933258,0.006545154,1.977843881,0.303324099,0.22433572,0
0.143958181,0.126652696,0.0060886,0.654597066,0.125623459,0.102345575,0.117052258,0.350858965,0.001058956,0.905513245,0.121701779,0.067515552,0.181691597,0.169748755,0.000299506,1.281734592,0.200404856,0.106028478,0.17361186,0.054765808,1.66E-06,1.035208284,0.179139912,0.108106755,0.175940303,0.185737113,2.67E-07,1.131600457,0.190654339,0.112762421,0.143932924,0.136296757,1.69E-06,0.761266645,0.146471778,0.091042555,1
0.211113172,0.411977583,0.002007036,1.145239552,0.195338529,0.14141821,0.174329939,0.066996925,0.000901954,0.948517979,0.183791786,0.109400258,0.392132616,0.00972281,6.58E-07,1.701644347,0.393403655,0.252014892,0.361607623,0.526809851,1.34E-07,1.820551686,0.362924616,0.238205159,0.364617402,0.614407269,1.23E-06,2.21670617,0.396462871,0.239568804,0.328025417,0.593565358,0.00620515,1.294647868,0.288250076,0.2200459,1
0.143622411,0.095578814,0.000890654,1.037777486,0.136297186,0.098107298,0.123197769,0.302160478,3.77E-07,0.836921793,0.135933966,0.07774289,0.180191625,0.15353545,3.45E-07,1.22564813,0.204220167,0.113367178,0.180206843,0.074484821,1.02E-06,1.199670496,0.193358738,0.11969234,0.169680767,0.394024911,5.12E-07,0.907866455,0.180415261,0.111098711,0.1746847,0.079429198,0.00304305,1.037637616,0.190705757,0.100026929,2
0.202216815,0.133419738,0.002930206,1.17298635,0.196006181,0.126410239,0.275867626,0.106805096,0.008579982,1.364229205,0.262421749,0.154100627,0.506048607,0.258269464,0.00368796,2.142862527,0.471236063,0.30141424,0.427211176,0.698313756,0.006614365,2.236062807,0.452632107,0.1974099,0.41790315,0.882565802,0.000621281,1.773523556,0.452755417,0.190043416,0.315715308,0.081416942,0.001927779,1.933473056,0.370417762,0.134276559,2
0.107090999,0.023127213,1.05E-06,0.862631332,0.129876407,0.058698274,0.065520569,0.033757659,0.000149084,0.376943474,0.0670546,0.040735773,0.13130988,0.246354781,1.46E-07,0.908442947,0.144314599,0.0815807,0.134830265,0.166859564,6.11E-07,0.913953282,0.146500903,0.086812796,0.129968861,0.112009543,1.25E-06,0.840943881,0.142359617,0.081444111,0.123054183,0.032958636,1.10E-06,0.743242247,0.131012557,0.071865933,3
0.12004712,0.047873015,0.001377537,0.801032409,0.124955676,0.074325433,0.091261412,0.104416615,0.003230911,0.548505763,0.085632017,0.062550429,0.180701969,0.155035197,0.000545008,0.802366504,0.151409677,0.127284104,0.186717028,0.090216401,0.004291486,1.272423695,0.16976617,0.133031322,0.137369093,0.102396211,0.001875375,0.880883671,0.130361251,0.097669788,0.145632791,0.061837435,0.001570146,0.912139872,0.141060721,0.096136336,3
0.101113206,0.271252473,8.20E-08,0.687139621,0.113527713,0.060943749,0.124827503,0.001189649,1.06E-06,0.661604974,0.135454254,0.070423218,0.142858189,0.024078468,4.27E-07,0.782827536,0.148482672,0.086406376,0.158268099,0.183083927,3.04E-06,0.882841155,0.165800815,0.10028475,0.158417891,0.33323606,1.98E-06,0.913604969,0.174191632,0.096810469,0.139116366,0.119509254,5.09E-07,1.07797849,0.161492103,0.078641492,4
0.127609516,0.097615921,0.000493956,0.872455116,0.135326221,0.078599349,0.104159725,0.048126189,0.003990456,0.69268381,0.088165928,0.079328406,0.170636698,0.385657722,1.03E-06,0.989477493,0.175873191,0.116679103,0.175410421,0.301821113,0.00317237,0.912172916,0.158334593,0.126782051,0.178879992,0.049079189,0.004849331,1.10993392,0.160369955,0.12984416,0.179704313,0.073535219,0.005202274,0.941965283,0.164958499,0.116327139,4
0.285304647,0.329924792,0.00541696,1.897364415,0.294352952,0.171501046,0.153802337,0.002118404,0.000565504,1.036218282,0.159771773,0.099479082,0.621494864,0.141117682,1.27E-06,5.359366729,0.836606726,0.308519204,0.57936671,1.481463049,2.48E-07,3.793395933,0.723365388,0.29020313,0.61683035,3.254302672,1.21E-06,5.345995724,0.850341454,0.294846187,0.622457483,0.557494725,5.17E-06,4.905010441,0.833734301,0.286005769,0
0.205071123,0.131287792,0.002591959,1.295664657,0.209264299,0.115558976,0.185804763,0.210658306,0.001368548,0.92439603,0.168081821,0.130709219,0.839618888,0.404194545,0.03125044,12.92111418,1.204133918,0.444085822,0.748673489,0.282603896,9.31E-06,12.02648268,1.206295777,0.327136861,0.862491008,0.66867997,0.016608417,12.68864818,1.165453407,0.530769989,0.725927416,0.664838908,0.013266225,11.94639065,1.126079087,0.31642433,0
0.190720886,0.126979858,1.53E-07,1.338916521,0.213811828,0.113054514,0.144526649,0.308049477,8.10E-07,0.884349257,0.167074844,0.088000241,0.610587935,0.361773876,1.03E-05,6.425928371,0.866727105,0.290590466,0.638947865,0.282701158,1.91E-05,5.71992711,0.847535751,0.302335033,0.615389818,0.283156445,1.93E-06,7.37201383,0.938830305,0.268337054,0.644655717,0.020704755,2.72E-06,5.604122054,0.918112827,0.293524054,1
0.196731729,0.206783802,0.003099279,1.482520122,0.189344715,0.131686116,0.14989572,0.061384645,0.001597353,0.85054137,0.141493697,0.100714692,0.643618846,0.374651415,0.006756742,8.115507446,0.933234728,0.349030796,0.691062835,0.33743554,0.011804657,7.969260026,0.930719445,0.406846886,0.718960365,0.486336035,0.001165509,8.916968999,1.020629992,0.417897226,0.67768777,0.803564261,0.005954326,7.124070635,0.938333827,0.318023346,1
0.184389867,0.241493496,0.002814282,1.236086333,0.179852398,0.130429157,0.149101233,0.089101666,0.002219656,1.285931848,0.172406629,0.092141784,0.618423153,0.345580997,1.69E-06,9.675680507,1.217178491,0.198838787,0.607989674,0.517177238,3.00E-06,6.957924238,0.964261744,0.288539601,0.707199049,0.443811252,8.71E-06,9.279974514,1.224884394,0.295436873,0.615764288,0.89901442,1.27E-06,5.438638855,0.96945538,0.219592663,2
0.189967895,0.376616719,0.003981118,0.838170201,0.159293885,0.131575926,0.117864647,0.031555555,1.38E-06,0.807300555,0.138929185,0.068903168,0.758042151,1.632088403,0.011156203,8.851869905,1.128412435,0.349530264,0.79988485,0.267916039,0.028039446,8.362633864,1.035444533,0.482958449,0.799192939,1.353415246,7.62E-06,9.540462624,1.291032988,0.311180366,0.667561253,1.303194482,4.61E-06,6.352519946,0.9325179,0.311083336,2
0.200630952,0.271081689,0.000894141,0.991794599,0.203918621,0.116087135,0.1079306,0.068660348,0.000638921,0.817540728,0.14440064,0.050329362,0.701831071,1.522468159,1.98E-06,7.580849211,1.171875117,0.295282655,0.725219663,0.408222317,3.44E-06,8.724544726,1.231746343,0.287443391,0.787780643,0.190569959,0.009884593,6.394277292,0.860924665,0.532756687,0.880823513,0.401026515,0.003146318,9.11608609,1.485787812,0.34356402,3
0.180610194,0.158384961,0.004058577,0.966453396,0.181653637,0.111057943,0.140411842,0.055638905,0.002661389,1.155429685,0.165114732,0.077537489,0.830613662,2.714389461,2.90E-07,9.067141532,1.356985963,0.274980814,1.076400198,0.17712272,0.023749142,9.226957151,1.172562088,0.678200403,0.767260513,1.757337845,7.02E-06,6.815111123,0.977152879,0.428156516,1.036113975,0.641159674,0.055462435,7.940781087,1.17784632,0.641688612,3
0.207272332,0.213590402,2.83E-07,1.249267674,0.225916859,0.128682323,0.141722346,0.044771334,6.51E-07,1.100297271,0.169157193,0.087546367,0.720260247,0.779059893,3.20E-06,5.912004503,0.942575937,0.376044139,0.735642341,0.160494735,1.29E-05,6.456583529,0.96468853,0.372908563,0.707871651,0.60921828,6.92E-06,5.00270373,0.86496251,0.398468587,0.794099209,0.578199281,3.14E-06,6.480825639,1.112599228,0.364911578,4
0.186387281,0.335773453,0.005370736,0.955841203,0.152539064,0.143847599,0.154614382,0.193740477,0.004244003,1.521498311,0.168774681,0.098885979,0.779851477,0.259819295,0.013115474,6.555889612,0.91410911,0.488564682,0.683096454,0.292092048,0.012833781,6.080567961,0.852990295,0.357402422,0.711574929,0.278296946,4.38E-06,7.276001776,1.031704438,0.347105355,0.707712223,1.157060532,6.30E-06,6.156574675,0.946982754,0.315114434,4
0.260134857,0.510886737,2.11E-06,1.483319383,0.286523294,0.175649248,0.175888233,0.313218696,2.16E-06,1.27121436,0.207818135,0.099891945,0.976628195,1.247141845,3.67E-06,10.43497261,1.46289217,0.462054373,0.97403153,0.968516282,7.34E-07,9.521157516,1.630887387,0.333200771,0.981836259,0.869905356,3.07E-06,11.06524117,1.642214592,0.331863016,0.998346245,0.700810306,0.001525031,12.0623991,1.656994595,0.307462643,0
0.240482678,0.082810274,0.000841464,1.696735869,0.264581593,0.146709933,0.152846844,0.405361862,4.93E-07,1.124355726,0.177211004,0.090824541,0.860205245,4.551248073,1.52E-05,10.20495825,1.237141007,0.432513872,0.850001556,4.212736819,2.91E-06,11.37753602,1.337765241,0.360884356,0.823697576,0.203236227,1.08E-06,10.31941303,1.237104761,0.382387356,0.833756605,0.625225907,7.98E-06,10.4593581,1.204928142,0.412514576,0
0.226432066,0.398033495,1.87E-06,1.077492582,0.211935976,0.168131497,0.168422566,0.322000364,3.76E-07,1.436679326,0.19994958,0.097513547,0.990095336,1.616366176,5.27E-06,8.835293641,1.423500607,0.459980299,0.955250604,0.298519365,3.91E-06,8.385779981,1.39027634,0.392782696,0.946180757,1.529369358,4.79E-06,8.17800203,1.309039419,0.42892176,0.967674228,0.778177313,2.26E-07,8.811467609,1.390305044,0.441121081,1
0.230690257,0.262027793,0.003179787,1.514163916,0.220473747,0.163231797,0.18910442,0.073031279,0.003111858,1.380488735,0.17644724,0.132411139,1.125765456,0.189314811,0.069706963,12.79883893,1.420963149,0.613604153,1.153477492,2.738068145,0.037926953,12.83031543,1.451168922,0.655422029,0.971186257,0.269353935,2.30E-06,12.72104228,1.449961177,0.414017733,0.970685662,1.148874281,1.94E-06,12.05252856,1.50301335,0.388992637,1
0.310753205,0.26092075,0.00023975,3.312623647,0.441205051,0.147783679,0.176905273,0.114129996,0.004775708,0.977812323,0.170793026,0.112934749,0.612834184,0.686299855,6.39E-06,7.038043522,0.838091517,0.316685423,0.639457728,1.313459913,2.17E-06,8.691071233,0.958656009,0.298364039,0.597754489,0.171907366,1.94E-07,6.749250625,0.790986566,0.317718059,0.828777126,0.441088998,4.22E-06,11.86534373,1.215665004,0.414673492,2
0.568280514,0.722883286,0.015318835,4.217526046,0.624588578,0.357949826,0.181665035,0.129238452,0.001443453,1.187543466,0.172898951,0.118944275,0.57202534,1.045940448,7.06E-06,6.03169175,0.75812912,0.321053804,0.745204351,1.013806313,0.030395952,7.856847713,0.862804315,0.455393586,0.723062724,0.788581224,3.45E-06,9.098266908,1.079315745,0.357770869,0.748952956,0.304164716,5.09E-06,7.713702424,1.067330493,0.363765626,2
0.205908819,0.21581507,2.13E-08,1.867334271,0.256897221,0.108327009,0.144706677,0.267307724,3.38E-07,0.889812916,0.174714658,0.082990965,0.718296067,0.584150387,0.006666858,5.908209607,0.993771548,0.312531134,0.753566423,1.247425527,7.60E-06,6.251790697,0.955190002,0.413312769,0.726331868,2.445502818,4.64E-06,5.304903658,0.898596405,0.377746496,0.775995741,0.771463821,2.44E-06,5.821691604,0.98058365,0.422908999,3
0.291399112,0.1762864,0.001682662,1.865996279,0.362851367,0.12429153,0.20247792,0.284118966,0.002337514,1.093859093,0.215158529,0.109520541,0.76961615,0.638812822,0.006549985,5.436486065,0.870063286,0.446892114,0.777432713,0.472320258,0.008398773,4.153453661,0.785881888,0.486593149,0.815577216,0.089484851,0.006979694,4.643433375,0.894008042,0.495569522,0.787715956,0.417271107,0.004051433,6.47509325,0.901275456,0.477535906,3
0.202401595,0.206286023,8.94E-08,1.504402894,0.269917952,0.10237171,0.127887863,0.134647063,5.34E-07,0.940910122,0.165943715,0.062599315,0.864926071,1.271673613,1.15E-05,8.338728229,1.288813623,0.332956703,0.861915391,0.284360572,1.41E-05,6.66370246,1.129887345,0.422007672,0.845499283,1.225751399,5.42E-06,6.208414967,1.096716542,0.397574812,0.82343499,2.135402412,1.40E-05,7.83135364,1.112221116,0.413347358,4
0.476723692,0.261310065,0.011958703,2.521753017,0.488226662,0.29613852,0.274787822,0.11059955,0.010600124,1.448495637,0.258774613,0.171914496,1.058755692,2.562373402,0.012004687,6.836826794,1.12275848,0.648835129,0.95011449,1.279054138,0.019821101,6.700047339,1.022003322,0.544914038,0.868808752,0.648704919,0.00177272,6.407567847,1.057351597,0.501882593,0.916780531,0.976028333,1.17E-05,6.714020296,1.223533541,0.429577215,4
0.15151596,0.094046915,7.86E-07,1.203437782,0.192193704,0.086709386,0.168310133,0.271658136,1.04E-06,1.035197114,0.179727652,0.107769808,0.959843966,0.629331923,1.90E-05,10.68933947,1.424085789,0.436725038,0.929604038,0.217833186,1.61E-05,10.21811197,1.345081333,0.431841264,0.918183127,1.019367699,2.18E-06,8.503255945,1.249183136,0.458457038,0.838677556,2.153475553,1.35E-05,7.255456479,1.122293301,0.395963861,0
0.172101777,0.256699255,0.003209177,0.95073196,0.171913972,0.118851001,0.163754255,0.365215445,4.46E-07,1.054928025,0.182382217,0.101034462,1.025993221,0.587209756,0.022730942,8.824951246,1.199032829,0.616567343,0.941267734,2.070223279,0.016404735,8.035458071,1.315402216,0.42590664,0.82218647,0.617241918,2.84E-06,7.225290769,1.169730837,0.353991237,1.074295512,0.526865159,0.014699506,10.74839535,1.500806439,0.557320038,0
0.139206272,1.22E-06,1.20E-06,1.697719359,0.20871244,0.064956213,0.156875224,0.162193877,1.85E-06,1.81483155,0.230034364,0.08312975,0.736779345,0.059398906,8.45E-06,7.092402691,1.118970825,0.329883954,0.75042993,3.75008147,1.15E-05,7.233742997,1.080746208,0.38065436,0.715422871,2.079234509,3.82E-06,6.5582969,1.044643732,0.320938482,0.714101461,0.176934504,3.96E-06,6.640745588,0.951640773,0.352587067,1
0.142820086,0.112492401,6.46E-07,1.613590246,0.224931234,0.064865258,0.161390161,0.124683598,0.000396896,1.780291958,0.224836399,0.084776134,0.781692981,0.335720586,0.012418778,13.38852008,1.22424387,0.451923498,0.656540959,0.942927848,2.13E-07,12.50172139,1.197675409,0.288182915,0.534125906,0.237036118,3.67E-06,9.40473712,0.903244248,0.212299733,0.788193043,0.175261874,3.52E-06,17.85833231,1.777532223,0.234992377,1
0.616919352,0.0652335,4.28E-05,4.62751413,0.727555661,0.386976994,0.773051678,1.545313207,2.08E-05,3.809293922,0.759932044,0.523374291,0.696333881,2.140742853,3.09E-06,4.990998234,0.871661032,0.326424421,0.766558365,0.257481115,0.009901864,5.772630953,0.936649688,0.409867727,0.729043295,0.527742736,1.68E-06,5.187580716,0.93974566,0.349254231,0.724968516,0.589496882,4.39E-07,4.038351835,0.867697501,0.366344973,2
0.946217285,2.031234479,0.028696422,5.377028766,0.944527487,0.627998266,1.424521621,1.601594146,0.008675378,7.952345047,1.596750723,0.718152709,1.721818621,1.001127099,0.011916464,9.314674299,2.053942571,0.81165577,1.719870841,0.325193496,0.026581757,9.21102211,2.029379484,0.747854843,1.814136151,1.080478201,0.010120536,11.56105375,2.115327774,0.833979352,1.856621777,1.275346205,0.067881988,9.236391028,2.066343024,0.823508801,2
1.127074541,1.614038662,1.25E-06,8.269604686,1.467129359,0.545758462,1.273155227,2.224031306,0.020111765,8.642437412,1.396226956,0.779235875,1.318481243,0.796479536,1.14E-05,9.213755848,1.496960755,0.742990549,1.168509662,0.968152333,1.36E-05,7.689262489,1.33957853,0.729536446,1.157904252,1.30E-05,1.30E-05,9.187062227,1.381182202,0.654361248,1.205299329,1.326570337,1.96E-05,9.175838489,1.331617635,0.756529967,3
0.902587181,2.28411728,0.017705363,6.871265831,1.039066701,0.516768065,0.867030593,0.164754339,0.020809113,5.939955271,0.964350832,0.492423322,0.846302287,0.32162184,0.016634307,6.681408299,0.976373671,0.453136371,0.739232692,0.622773448,8.84E-06,5.761885105,0.901781888,0.402170352,0.759044862,1.702697063,8.38E-07,6.402045771,0.950128187,0.3962561,0.778057885,0.516123137,8.84E-06,5.598711286,0.892646551,0.463656167,3
0.731939872,0.20851769,4.89E-06,6.2315821,1.002186168,0.318804121,0.796727468,2.818933989,0.008829868,5.390519955,0.933621285,0.438164899,0.773346358,2.542456894,1.35E-05,5.196243249,0.97456174,0.358895071,0.732437283,4.410504522,1.52E-05,6.087146753,0.95667984,0.398931957,0.788692489,1.825054057,1.79E-06,6.154349022,1.073866435,0.328360856,0.856220907,0.263290613,1.14E-05,8.328976119,1.104725815,0.449447383,4
0.771910804,0.991148514,0.01808829,6.226327295,0.964044917,0.422313578,0.649607975,2.000519898,6.62E-07,5.596678315,0.838992511,0.336749775,0.898919849,0.684845626,0.012570073,7.028134914,1.012693767,0.540947034,0.764401934,1.122654007,0.009206573,7.077376165,1.125318049,0.302256544,0.724005453,1.014278781,3.14E-06,6.659835289,1.034759155,0.321078245,1.079306796,1.006954035,0.029498293,15.32995561,1.493837359,0.606404236,4
0.801790205,1.936334306,0.017605222,9.884106936,1.209717369,0.39731869,0.737033829,0.621519056,3.26E-06,10.01388277,1.222964914,0.274360093,0.794621068,1.561143771,1.47E-07,11.84252597,1.418549982,0.256952121,0.829816158,1.646419016,1.03E-06,9.05305341,1.223792181,0.363015559,0.070450121,0.033426858,1.06E-06,0.554550035,0.082209714,0.04001947,0.448344961,0.218653998,2.23E-06,4.497171359,0.581733432,0.215149878,0
0.523201837,0.064028211,4.58E-06,6.732922132,0.792855791,0.235398341,0.559653981,2.287504805,6.43E-06,6.758142275,0.802444157,0.270427677,0.646444622,0.699274473,2.36E-06,9.093854989,1.053654863,0.247832785,0.677031121,0.179659019,1.53E-05,8.31548136,0.990486032,0.343604495,0.101545553,0.138416712,1.65E-06,0.657337396,0.110962863,0.062128613,0.336237352,0.183451855,0.010403959,1.885838562,0.289773011,0.247459041,1
0.220285643,6.58E-07,6.58E-07,1.476742505,0.231793885,0.145545328,0.217615459,0.038777621,1.81E-06,1.484266507,0.219869579,0.148337695,0.222198999,0.359518025,8.80E-07,1.530604497,0.225740195,0.143075606,0.214925441,0.365405292,2.27E-06,1.534533979,0.222814886,0.1375747,0.081360492,0.120118682,5.21E-07,0.565588565,0.097372457,0.046691485,0.20474578,0.282905442,1.66E-06,1.290402908,0.21244626,0.12558812,2
0.492812207,0.418039909,0.004154772,7.304898371,0.798165403,0.184585084,0.554758855,3.027922542,3.94E-07,7.431500079,0.837913755,0.266847582,0.648667895,0.041651636,1.95E-06,9.03220953,1.0059665,0.293854056,0.639110455,1.005547536,2.56E-06,9.935235616,1.060177927,0.272375137,0.074806698,0.089103721,8.52E-07,0.452973388,0.081181845,0.045735369,0.266442186,0.313884242,3.19E-06,1.864476757,0.296791194,0.154849694,3
